product_0,product_1,reactant_0,reactant_1,reaction
FC1=C=NNN=N1,[C]#CC(=O)C#N,FC1=C=N[N]N=N1,C#CC(=O)C#N,rxn_14851
[N-]1C(=C=NN=[NH+]1)F,[C]#CC(=O)C#N,[N-]1C(=C=NN=[N+]1)F,C#CC(=O)C#N,rxn_14852
FC1=C=[NH+][N-]N=N1,[C]#CC(=O)C#N,FC1=C=[N+][N-]N=N1,C#CC(=O)C#N,rxn_14853
FC1N=N[N-][N+]#C1,[C]#CC(=O)C#N,F[C]1N=N[N-][N+]#C1,C#CC(=O)C#N,rxn_14854
Fc1cnnnn1,O=C(C#N)[C]=O,FC1=NN=NN=[C]1,O=C(C#N)C=O,rxn_14855
FC1=C=NN=NN1,O=C(C#N)[C]=O,FC1=C=NN=N[N]1,O=C(C#N)C=O,rxn_14856
FC1=C=NNN=N1,O=C(C#N)[C]=O,FC1=C=N[N]N=N1,O=C(C#N)C=O,rxn_14857
[N-]1C(=C=NN=[NH+]1)F,O=C(C#N)[C]=O,[N-]1C(=C=NN=[N+]1)F,O=C(C#N)C=O,rxn_14858
FC1=C=[NH+][N-]N=N1,O=C(C#N)[C]=O,FC1=C=[N+][N-]N=N1,O=C(C#N)C=O,rxn_14859
FC1N=N[N-][N+]#C1,O=C(C#N)[C]=O,F[C]1N=N[N-][N+]#C1,O=C(C#N)C=O,rxn_14860
Fc1cnnnn1,[C]#CC#CC#N,FC1=NN=NN=[C]1,C#CC#CC#N,rxn_14861
FC1=C=NN=NN1,[C]#CC#CC#N,FC1=C=NN=N[N]1,C#CC#CC#N,rxn_14862
FC1=C=NNN=N1,[C]#CC#CC#N,FC1=C=N[N]N=N1,C#CC#CC#N,rxn_14863
[N-]1C(=C=NN=[NH+]1)F,[C]#CC#CC#N,[N-]1C(=C=NN=[N+]1)F,C#CC#CC#N,rxn_14864
FC1=C=[NH+][N-]N=N1,[C]#CC#CC#N,FC1=C=[N+][N-]N=N1,C#CC#CC#N,rxn_14865
FC1N=N[N-][N+]#C1,[C]#CC#CC#N,F[C]1N=N[N-][N+]#C1,C#CC#CC#N,rxn_14866
Fc1cnnnn1,O=[C]C#CC#N,FC1=NN=NN=[C]1,O=CC#CC#N,rxn_14867
FC1=C=NN=NN1,O=[C]C#CC#N,FC1=C=NN=N[N]1,O=CC#CC#N,rxn_14868
FC1=C=NNN=N1,O=[C]C#CC#N,FC1=C=N[N]N=N1,O=CC#CC#N,rxn_14869
[N-]1C(=C=NN=[NH+]1)F,O=[C]C#CC#N,[N-]1C(=C=NN=[N+]1)F,O=CC#CC#N,rxn_14870
FC1=C=[NH+][N-]N=N1,O=[C]C#CC#N,FC1=C=[N+][N-]N=N1,O=CC#CC#N,rxn_14871
FC1N=N[N-][N+]#C1,O=[C]C#CC#N,F[C]1N=N[N-][N+]#C1,O=CC#CC#N,rxn_14872
Fc1cnnnn1,[N]=c1onno1,FC1=NN=NN=[C]1,N=c1onno1,rxn_14873
FC1=C=NN=NN1,[N]=c1onno1,FC1=C=NN=N[N]1,N=c1onno1,rxn_14874
FC1=C=NNN=N1,[N]=c1onno1,FC1=C=N[N]N=N1,N=c1onno1,rxn_14875
[N-]1C(=C=NN=[NH+]1)F,[N]=c1onno1,[N-]1C(=C=NN=[N+]1)F,N=c1onno1,rxn_14876
FC1=C=[NH+][N-]N=N1,[N]=c1onno1,FC1=C=[N+][N-]N=N1,N=c1onno1,rxn_14877
FC1N=N[N-][N+]#C1,[N]=c1onno1,F[C]1N=N[N-][N+]#C1,N=c1onno1,rxn_14878
Fc1cnnnn1,O=C1[N]N=NO1,FC1=NN=NN=[C]1,O=c1onn[nH]1,rxn_14879
FC1=C=NN=NN1,O=C1[N]N=NO1,FC1=C=NN=N[N]1,O=c1onn[nH]1,rxn_14880
FC1=C=NNN=N1,O=C1[N]N=NO1,FC1=C=N[N]N=N1,O=c1onn[nH]1,rxn_14881
[N-]1C(=C=NN=[NH+]1)F,O=C1[N]N=NO1,[N-]1C(=C=NN=[N+]1)F,O=c1onn[nH]1,rxn_14882
FC1=C=[NH+][N-]N=N1,O=C1[N]N=NO1,FC1=C=[N+][N-]N=N1,O=c1onn[nH]1,rxn_14883
FC1N=N[N-][N+]#C1,O=C1[N]N=NO1,F[C]1N=N[N-][N+]#C1,O=c1onn[nH]1,rxn_14884
Fc1cnnnn1,O=C1ON=[C]O1,FC1=NN=NN=[C]1,O=c1onco1,rxn_14885
FC1=C=NN=NN1,O=C1ON=[C]O1,FC1=C=NN=N[N]1,O=c1onco1,rxn_14886
FC1=C=NNN=N1,O=C1ON=[C]O1,FC1=C=N[N]N=N1,O=c1onco1,rxn_14887
[N-]1C(=C=NN=[NH+]1)F,O=C1ON=[C]O1,[N-]1C(=C=NN=[N+]1)F,O=c1onco1,rxn_14888
FC1=C=[NH+][N-]N=N1,O=C1ON=[C]O1,FC1=C=[N+][N-]N=N1,O=c1onco1,rxn_14889
FC1N=N[N-][N+]#C1,O=C1ON=[C]O1,F[C]1N=N[N-][N+]#C1,O=c1onco1,rxn_14890
Fc1cnnnn1,[O]c1nonn1,FC1=NN=NN=[C]1,Oc1nonn1,rxn_14891
FC1=C=NN=NN1,[O]c1nonn1,FC1=C=NN=N[N]1,Oc1nonn1,rxn_14892
FC1=C=NNN=N1,[O]c1nonn1,FC1=C=N[N]N=N1,Oc1nonn1,rxn_14893
[N-]1C(=C=NN=[NH+]1)F,[O]c1nonn1,[N-]1C(=C=NN=[N+]1)F,Oc1nonn1,rxn_14894
FC1=C=[NH+][N-]N=N1,[O]c1nonn1,FC1=C=[N+][N-]N=N1,Oc1nonn1,rxn_14895
FC1N=N[N-][N+]#C1,[O]c1nonn1,F[C]1N=N[N-][N+]#C1,Oc1nonn1,rxn_14896
Fc1cnnnn1,[C]#CC(F)(F)F,FC1=NN=NN=[C]1,C#CC(F)(F)F,rxn_14897
FC1=C=NN=NN1,[C]#CC(F)(F)F,FC1=C=NN=N[N]1,C#CC(F)(F)F,rxn_14898
FC1=C=NNN=N1,[C]#CC(F)(F)F,FC1=C=N[N]N=N1,C#CC(F)(F)F,rxn_14899
[N-]1C(=C=NN=[NH+]1)F,[C]#CC(F)(F)F,[N-]1C(=C=NN=[N+]1)F,C#CC(F)(F)F,rxn_14900
FC1=C=[NH+][N-]N=N1,[C]#CC(F)(F)F,FC1=C=[N+][N-]N=N1,C#CC(F)(F)F,rxn_14901
FC1N=N[N-][N+]#C1,[C]#CC(F)(F)F,F[C]1N=N[N-][N+]#C1,C#CC(F)(F)F,rxn_14902
Fc1cnnnn1,O=[C]C(F)(F)F,FC1=NN=NN=[C]1,O=CC(F)(F)F,rxn_14903
FC1=C=NN=NN1,O=[C]C(F)(F)F,FC1=C=NN=N[N]1,O=CC(F)(F)F,rxn_14904
FC1=C=NNN=N1,O=[C]C(F)(F)F,FC1=C=N[N]N=N1,O=CC(F)(F)F,rxn_14905
[N-]1C(=C=NN=[NH+]1)F,O=[C]C(F)(F)F,[N-]1C(=C=NN=[N+]1)F,O=CC(F)(F)F,rxn_14906
FC1=C=[NH+][N-]N=N1,O=[C]C(F)(F)F,FC1=C=[N+][N-]N=N1,O=CC(F)(F)F,rxn_14907
FC1N=N[N-][N+]#C1,O=[C]C(F)(F)F,F[C]1N=N[N-][N+]#C1,O=CC(F)(F)F,rxn_14908
Fc1cnnnn1,O=[C]C(Cl)(Cl)Cl,FC1=NN=NN=[C]1,O=CC(Cl)(Cl)Cl,rxn_14909
FC1=C=NN=NN1,O=[C]C(Cl)(Cl)Cl,FC1=C=NN=N[N]1,O=CC(Cl)(Cl)Cl,rxn_14910
FC1=C=NNN=N1,O=[C]C(Cl)(Cl)Cl,FC1=C=N[N]N=N1,O=CC(Cl)(Cl)Cl,rxn_14911
[N-]1C(=C=NN=[NH+]1)F,O=[C]C(Cl)(Cl)Cl,[N-]1C(=C=NN=[N+]1)F,O=CC(Cl)(Cl)Cl,rxn_14912
FC1=C=[NH+][N-]N=N1,O=[C]C(Cl)(Cl)Cl,FC1=C=[N+][N-]N=N1,O=CC(Cl)(Cl)Cl,rxn_14913
FC1N=N[N-][N+]#C1,O=[C]C(Cl)(Cl)Cl,F[C]1N=N[N-][N+]#C1,O=CC(Cl)(Cl)Cl,rxn_14914
Fc1cnnnn1,O=[C]C(Br)(Br)Br,FC1=NN=NN=[C]1,O=CC(Br)(Br)Br,rxn_14915
FC1=C=NN=NN1,O=[C]C(Br)(Br)Br,FC1=C=NN=N[N]1,O=CC(Br)(Br)Br,rxn_14916
FC1=C=NNN=N1,O=[C]C(Br)(Br)Br,FC1=C=N[N]N=N1,O=CC(Br)(Br)Br,rxn_14917
[N-]1C(=C=NN=[NH+]1)F,O=[C]C(Br)(Br)Br,[N-]1C(=C=NN=[N+]1)F,O=CC(Br)(Br)Br,rxn_14918
FC1=C=[NH+][N-]N=N1,O=[C]C(Br)(Br)Br,FC1=C=[N+][N-]N=N1,O=CC(Br)(Br)Br,rxn_14919
FC1N=N[N-][N+]#C1,O=[C]C(Br)(Br)Br,F[C]1N=N[N-][N+]#C1,O=CC(Br)(Br)Br,rxn_14920
C#CC,[CH3],[C]#CC,C,rxn_14921
C#CC,[NH2],[C]#CC,N,rxn_14922
C#CC,[OH],[C]#CC,O,rxn_14923
C#CC,[C]#C,[C]#CC,C#C,rxn_14924
C#CC,[C]#N,[C]#CC,C#N,rxn_14925
C#CC,[CH]=O,[C]#CC,C=O,rxn_14926
C#CC,C[O],[C]#CC,CO,rxn_14927
C#CC,[CH2]O,[C]#CC,CO,rxn_14928
C#CC,C#C[CH2],[C]#CC,C#CC,rxn_14929
C#CC,[CH2]C#N,[C]#CC,CC#N,rxn_14930
C#CC,[CH2]C=O,[C]#CC,CC=O,rxn_14931
C#CC,C[C]=O,[C]#CC,CC=O,rxn_14932
C#CC,[NH]C=O,[C]#CC,NC=O,rxn_14933
C#CC,N[C]=O,[C]#CC,NC=O,rxn_14934
C#CC,[CH]1CO1,[C]#CC,C1CO1,rxn_14935
C#CC,[C]#CC#C,[C]#CC,C#CC#C,rxn_14936
C#CC,[C]#CC#N,[C]#CC,C#CC#N,rxn_14937
C#CC,C#C[C]=O,[C]#CC,C#CC=O,rxn_14938
C#CC,[C]#CC=O,[C]#CC,C#CC=O,rxn_14939
C#CC,O=[C]C#N,[C]#CC,O=CC#N,rxn_14940
C#CC,O=[C]C=O,[C]#CC,O=CC=O,rxn_14941
C#CC,[O]CC#N,[C]#CC,OCC#N,rxn_14942
C#CC,O[CH]C#N,[C]#CC,OCC#N,rxn_14943
C#CC,N#C[CH]C#N,[C]#CC,N#CCC#N,rxn_14944
C#CC,O1C=[C]N=N1,[C]#CC,c1cnno1,rxn_14945
C#CC,O1[C]=CN=N1,[C]#CC,c1cnno1,rxn_14946
C#CC,[C]1=NOC=N1,[C]#CC,c1ncno1,rxn_14947
C#CC,C1=NO[C]=N1,[C]#CC,c1ncno1,rxn_14948
C#CC,O1C=NN=[C]1,[C]#CC,o1cnnc1,rxn_14949
C#CC,O1[C]=NN=N1,[C]#CC,c1nnno1,rxn_14950
C#CC,N1=C[C]=NO1,[C]#CC,c1cnon1,rxn_14951
C#CC,O1N=N[C]=N1,[C]#CC,n1ncno1,rxn_14952
C#CC,[C]#CC(=O)C#N,[C]#CC,C#CC(=O)C#N,rxn_14953
C#CC,O=C(C#N)[C]=O,[C]#CC,O=C(C#N)C=O,rxn_14954
C#CC,[C]#CC#CC#N,[C]#CC,C#CC#CC#N,rxn_14955
C#CC,O=[C]C#CC#N,[C]#CC,O=CC#CC#N,rxn_14956
C#CC,[N]=c1onno1,[C]#CC,N=c1onno1,rxn_14957
C#CC,O=C1[N]N=NO1,[C]#CC,O=c1onn[nH]1,rxn_14958
C#CC,O=C1ON=[C]O1,[C]#CC,O=c1onco1,rxn_14959
C#CC,[O]c1nonn1,[C]#CC,Oc1nonn1,rxn_14960
C#CC,[C]#CC(F)(F)F,[C]#CC,C#CC(F)(F)F,rxn_14961
C#CC,O=[C]C(F)(F)F,[C]#CC,O=CC(F)(F)F,rxn_14962
C#CC,O=[C]C(Cl)(Cl)Cl,[C]#CC,O=CC(Cl)(Cl)Cl,rxn_14963
C#CC,O=[C]C(Br)(Br)Br,[C]#CC,O=CC(Br)(Br)Br,rxn_14964
c1nccs1,[CH3],[C]1=CSC=N1,C,rxn_14965
C1SC=C=N1,[CH3],[CH]1SC=C=N1,C,rxn_14966
C1=C=NC=S1,[CH3],C1=C=NC=[S]1,C,rxn_14967
c1nccs1,[NH2],[C]1=CSC=N1,N,rxn_14968
C1SC=C=N1,[NH2],[CH]1SC=C=N1,N,rxn_14969
C1=C=NC=S1,[NH2],C1=C=NC=[S]1,N,rxn_14970
c1nccs1,[OH],[C]1=CSC=N1,O,rxn_14971
C1SC=C=N1,[OH],[CH]1SC=C=N1,O,rxn_14972
C1=C=NC=S1,[OH],C1=C=NC=[S]1,O,rxn_14973
c1nccs1,[C]#C,[C]1=CSC=N1,C#C,rxn_14974
C1SC=C=N1,[C]#C,[CH]1SC=C=N1,C#C,rxn_14975
C1=C=NC=S1,[C]#C,C1=C=NC=[S]1,C#C,rxn_14976
c1nccs1,[C]#N,[C]1=CSC=N1,C#N,rxn_14977
C1SC=C=N1,[C]#N,[CH]1SC=C=N1,C#N,rxn_14978
C1=C=NC=S1,[C]#N,C1=C=NC=[S]1,C#N,rxn_14979
c1nccs1,[CH]=O,[C]1=CSC=N1,C=O,rxn_14980
C1SC=C=N1,[CH]=O,[CH]1SC=C=N1,C=O,rxn_14981
C1=C=NC=S1,[CH]=O,C1=C=NC=[S]1,C=O,rxn_14982
c1nccs1,C[O],[C]1=CSC=N1,CO,rxn_14983
c1nccs1,[CH2]O,[C]1=CSC=N1,CO,rxn_14984
C1SC=C=N1,C[O],[CH]1SC=C=N1,CO,rxn_14985
C1SC=C=N1,[CH2]O,[CH]1SC=C=N1,CO,rxn_14986
C1=C=NC=S1,C[O],C1=C=NC=[S]1,CO,rxn_14987
C1=C=NC=S1,[CH2]O,C1=C=NC=[S]1,CO,rxn_14988
c1nccs1,C#C[CH2],[C]1=CSC=N1,C#CC,rxn_14989
c1nccs1,[C]#CC,[C]1=CSC=N1,C#CC,rxn_14990
C1SC=C=N1,C#C[CH2],[CH]1SC=C=N1,C#CC,rxn_14991
C1SC=C=N1,[C]#CC,[CH]1SC=C=N1,C#CC,rxn_14992
C1=C=NC=S1,C#C[CH2],C1=C=NC=[S]1,C#CC,rxn_14993
C1=C=NC=S1,[C]#CC,C1=C=NC=[S]1,C#CC,rxn_14994
c1nccs1,[CH2]C#N,[C]1=CSC=N1,CC#N,rxn_14995
C1SC=C=N1,[CH2]C#N,[CH]1SC=C=N1,CC#N,rxn_14996
C1=C=NC=S1,[CH2]C#N,C1=C=NC=[S]1,CC#N,rxn_14997
c1nccs1,[CH2]C=O,[C]1=CSC=N1,CC=O,rxn_14998
c1nccs1,C[C]=O,[C]1=CSC=N1,CC=O,rxn_14999
C1SC=C=N1,[CH2]C=O,[CH]1SC=C=N1,CC=O,rxn_15000
C1SC=C=N1,C[C]=O,[CH]1SC=C=N1,CC=O,rxn_15001
C1=C=NC=S1,[CH2]C=O,C1=C=NC=[S]1,CC=O,rxn_15002
C1=C=NC=S1,C[C]=O,C1=C=NC=[S]1,CC=O,rxn_15003
c1nccs1,[NH]C=O,[C]1=CSC=N1,NC=O,rxn_15004
c1nccs1,N[C]=O,[C]1=CSC=N1,NC=O,rxn_15005
C1SC=C=N1,[NH]C=O,[CH]1SC=C=N1,NC=O,rxn_15006
C1SC=C=N1,N[C]=O,[CH]1SC=C=N1,NC=O,rxn_15007
C1=C=NC=S1,[NH]C=O,C1=C=NC=[S]1,NC=O,rxn_15008
C1=C=NC=S1,N[C]=O,C1=C=NC=[S]1,NC=O,rxn_15009
c1nccs1,[CH]1CO1,[C]1=CSC=N1,C1CO1,rxn_15010
C1SC=C=N1,[CH]1CO1,[CH]1SC=C=N1,C1CO1,rxn_15011
C1=C=NC=S1,[CH]1CO1,C1=C=NC=[S]1,C1CO1,rxn_15012
c1nccs1,[C]#CC#C,[C]1=CSC=N1,C#CC#C,rxn_15013
C1SC=C=N1,[C]#CC#C,[CH]1SC=C=N1,C#CC#C,rxn_15014
C1=C=NC=S1,[C]#CC#C,C1=C=NC=[S]1,C#CC#C,rxn_15015
c1nccs1,[C]#CC#N,[C]1=CSC=N1,C#CC#N,rxn_15016
C1SC=C=N1,[C]#CC#N,[CH]1SC=C=N1,C#CC#N,rxn_15017
C1=C=NC=S1,[C]#CC#N,C1=C=NC=[S]1,C#CC#N,rxn_15018
c1nccs1,C#C[C]=O,[C]1=CSC=N1,C#CC=O,rxn_15019
c1nccs1,[C]#CC=O,[C]1=CSC=N1,C#CC=O,rxn_15020
C1SC=C=N1,C#C[C]=O,[CH]1SC=C=N1,C#CC=O,rxn_15021
C1SC=C=N1,[C]#CC=O,[CH]1SC=C=N1,C#CC=O,rxn_15022
C1=C=NC=S1,C#C[C]=O,C1=C=NC=[S]1,C#CC=O,rxn_15023
C1=C=NC=S1,[C]#CC=O,C1=C=NC=[S]1,C#CC=O,rxn_15024
c1nccs1,O=[C]C#N,[C]1=CSC=N1,O=CC#N,rxn_15025
C1SC=C=N1,O=[C]C#N,[CH]1SC=C=N1,O=CC#N,rxn_15026
C1=C=NC=S1,O=[C]C#N,C1=C=NC=[S]1,O=CC#N,rxn_15027
c1nccs1,O=[C]C=O,[C]1=CSC=N1,O=CC=O,rxn_15028
C1SC=C=N1,O=[C]C=O,[CH]1SC=C=N1,O=CC=O,rxn_15029
C1=C=NC=S1,O=[C]C=O,C1=C=NC=[S]1,O=CC=O,rxn_15030
c1nccs1,[O]CC#N,[C]1=CSC=N1,OCC#N,rxn_15031
c1nccs1,O[CH]C#N,[C]1=CSC=N1,OCC#N,rxn_15032
C1SC=C=N1,[O]CC#N,[CH]1SC=C=N1,OCC#N,rxn_15033
C1SC=C=N1,O[CH]C#N,[CH]1SC=C=N1,OCC#N,rxn_15034
C1=C=NC=S1,[O]CC#N,C1=C=NC=[S]1,OCC#N,rxn_15035
C1=C=NC=S1,O[CH]C#N,C1=C=NC=[S]1,OCC#N,rxn_15036
c1nccs1,N#C[CH]C#N,[C]1=CSC=N1,N#CCC#N,rxn_15037
C1SC=C=N1,N#C[CH]C#N,[CH]1SC=C=N1,N#CCC#N,rxn_15038
C1=C=NC=S1,N#C[CH]C#N,C1=C=NC=[S]1,N#CCC#N,rxn_15039
c1nccs1,O1C=[C]N=N1,[C]1=CSC=N1,c1cnno1,rxn_15040
c1nccs1,O1[C]=CN=N1,[C]1=CSC=N1,c1cnno1,rxn_15041
C1SC=C=N1,O1C=[C]N=N1,[CH]1SC=C=N1,c1cnno1,rxn_15042
C1SC=C=N1,O1[C]=CN=N1,[CH]1SC=C=N1,c1cnno1,rxn_15043
C1=C=NC=S1,O1C=[C]N=N1,C1=C=NC=[S]1,c1cnno1,rxn_15044
C1=C=NC=S1,O1[C]=CN=N1,C1=C=NC=[S]1,c1cnno1,rxn_15045
c1nccs1,[C]1=NOC=N1,[C]1=CSC=N1,c1ncno1,rxn_15046
c1nccs1,C1=NO[C]=N1,[C]1=CSC=N1,c1ncno1,rxn_15047
C1SC=C=N1,[C]1=NOC=N1,[CH]1SC=C=N1,c1ncno1,rxn_15048
C1SC=C=N1,C1=NO[C]=N1,[CH]1SC=C=N1,c1ncno1,rxn_15049
C1=C=NC=S1,[C]1=NOC=N1,C1=C=NC=[S]1,c1ncno1,rxn_15050
C1=C=NC=S1,C1=NO[C]=N1,C1=C=NC=[S]1,c1ncno1,rxn_15051
c1nccs1,O1C=NN=[C]1,[C]1=CSC=N1,o1cnnc1,rxn_15052
C1SC=C=N1,O1C=NN=[C]1,[CH]1SC=C=N1,o1cnnc1,rxn_15053
C1=C=NC=S1,O1C=NN=[C]1,C1=C=NC=[S]1,o1cnnc1,rxn_15054
c1nccs1,O1[C]=NN=N1,[C]1=CSC=N1,c1nnno1,rxn_15055
C1SC=C=N1,O1[C]=NN=N1,[CH]1SC=C=N1,c1nnno1,rxn_15056
C1=C=NC=S1,O1[C]=NN=N1,C1=C=NC=[S]1,c1nnno1,rxn_15057
c1nccs1,N1=C[C]=NO1,[C]1=CSC=N1,c1cnon1,rxn_15058
C1SC=C=N1,N1=C[C]=NO1,[CH]1SC=C=N1,c1cnon1,rxn_15059
C1=C=NC=S1,N1=C[C]=NO1,C1=C=NC=[S]1,c1cnon1,rxn_15060
c1nccs1,O1N=N[C]=N1,[C]1=CSC=N1,n1ncno1,rxn_15061
C1SC=C=N1,O1N=N[C]=N1,[CH]1SC=C=N1,n1ncno1,rxn_15062
C1=C=NC=S1,O1N=N[C]=N1,C1=C=NC=[S]1,n1ncno1,rxn_15063
c1nccs1,[C]#CC(=O)C#N,[C]1=CSC=N1,C#CC(=O)C#N,rxn_15064
C1SC=C=N1,[C]#CC(=O)C#N,[CH]1SC=C=N1,C#CC(=O)C#N,rxn_15065
C1=C=NC=S1,[C]#CC(=O)C#N,C1=C=NC=[S]1,C#CC(=O)C#N,rxn_15066
c1nccs1,O=C(C#N)[C]=O,[C]1=CSC=N1,O=C(C#N)C=O,rxn_15067
C1SC=C=N1,O=C(C#N)[C]=O,[CH]1SC=C=N1,O=C(C#N)C=O,rxn_15068
C1=C=NC=S1,O=C(C#N)[C]=O,C1=C=NC=[S]1,O=C(C#N)C=O,rxn_15069
c1nccs1,[C]#CC#CC#N,[C]1=CSC=N1,C#CC#CC#N,rxn_15070
C1SC=C=N1,[C]#CC#CC#N,[CH]1SC=C=N1,C#CC#CC#N,rxn_15071
C1=C=NC=S1,[C]#CC#CC#N,C1=C=NC=[S]1,C#CC#CC#N,rxn_15072
c1nccs1,O=[C]C#CC#N,[C]1=CSC=N1,O=CC#CC#N,rxn_15073
C1SC=C=N1,O=[C]C#CC#N,[CH]1SC=C=N1,O=CC#CC#N,rxn_15074
C1=C=NC=S1,O=[C]C#CC#N,C1=C=NC=[S]1,O=CC#CC#N,rxn_15075
c1nccs1,[N]=c1onno1,[C]1=CSC=N1,N=c1onno1,rxn_15076
C1SC=C=N1,[N]=c1onno1,[CH]1SC=C=N1,N=c1onno1,rxn_15077
C1=C=NC=S1,[N]=c1onno1,C1=C=NC=[S]1,N=c1onno1,rxn_15078
c1nccs1,O=C1[N]N=NO1,[C]1=CSC=N1,O=c1onn[nH]1,rxn_15079
C1SC=C=N1,O=C1[N]N=NO1,[CH]1SC=C=N1,O=c1onn[nH]1,rxn_15080
C1=C=NC=S1,O=C1[N]N=NO1,C1=C=NC=[S]1,O=c1onn[nH]1,rxn_15081
c1nccs1,O=C1ON=[C]O1,[C]1=CSC=N1,O=c1onco1,rxn_15082
C1SC=C=N1,O=C1ON=[C]O1,[CH]1SC=C=N1,O=c1onco1,rxn_15083
C1=C=NC=S1,O=C1ON=[C]O1,C1=C=NC=[S]1,O=c1onco1,rxn_15084
c1nccs1,[O]c1nonn1,[C]1=CSC=N1,Oc1nonn1,rxn_15085
C1SC=C=N1,[O]c1nonn1,[CH]1SC=C=N1,Oc1nonn1,rxn_15086
C1=C=NC=S1,[O]c1nonn1,C1=C=NC=[S]1,Oc1nonn1,rxn_15087
c1nccs1,[C]#CC(F)(F)F,[C]1=CSC=N1,C#CC(F)(F)F,rxn_15088
C1SC=C=N1,[C]#CC(F)(F)F,[CH]1SC=C=N1,C#CC(F)(F)F,rxn_15089
C1=C=NC=S1,[C]#CC(F)(F)F,C1=C=NC=[S]1,C#CC(F)(F)F,rxn_15090
c1nccs1,O=[C]C(F)(F)F,[C]1=CSC=N1,O=CC(F)(F)F,rxn_15091
C1SC=C=N1,O=[C]C(F)(F)F,[CH]1SC=C=N1,O=CC(F)(F)F,rxn_15092
C1=C=NC=S1,O=[C]C(F)(F)F,C1=C=NC=[S]1,O=CC(F)(F)F,rxn_15093
c1nccs1,O=[C]C(Cl)(Cl)Cl,[C]1=CSC=N1,O=CC(Cl)(Cl)Cl,rxn_15094
C1SC=C=N1,O=[C]C(Cl)(Cl)Cl,[CH]1SC=C=N1,O=CC(Cl)(Cl)Cl,rxn_15095
C1=C=NC=S1,O=[C]C(Cl)(Cl)Cl,C1=C=NC=[S]1,O=CC(Cl)(Cl)Cl,rxn_15096
c1nccs1,O=[C]C(Br)(Br)Br,[C]1=CSC=N1,O=CC(Br)(Br)Br,rxn_15097
C1SC=C=N1,O=[C]C(Br)(Br)Br,[CH]1SC=C=N1,O=CC(Br)(Br)Br,rxn_15098
C1=C=NC=S1,O=[C]C(Br)(Br)Br,C1=C=NC=[S]1,O=CC(Br)(Br)Br,rxn_15099
C#CC#CC=O,[CH3],[C]#CC#CC=O,C,rxn_15100
C#CC#CC=O,[NH2],[C]#CC#CC=O,N,rxn_15101
C#CC#CC=O,[OH],[C]#CC#CC=O,O,rxn_15102
C#CC#CC=O,[C]#C,[C]#CC#CC=O,C#C,rxn_15103
C#CC#CC=O,[C]#N,[C]#CC#CC=O,C#N,rxn_15104
C#CC#CC=O,[CH]=O,[C]#CC#CC=O,C=O,rxn_15105
C#CC#CC=O,C[O],[C]#CC#CC=O,CO,rxn_15106
C#CC#CC=O,[CH2]O,[C]#CC#CC=O,CO,rxn_15107
C#CC#CC=O,C#C[CH2],[C]#CC#CC=O,C#CC,rxn_15108
C#CC#CC=O,[C]#CC,[C]#CC#CC=O,C#CC,rxn_15109
C#CC#CC=O,[CH2]C#N,[C]#CC#CC=O,CC#N,rxn_15110
C#CC#CC=O,[CH2]C=O,[C]#CC#CC=O,CC=O,rxn_15111
C#CC#CC=O,C[C]=O,[C]#CC#CC=O,CC=O,rxn_15112
C#CC#CC=O,[NH]C=O,[C]#CC#CC=O,NC=O,rxn_15113
C#CC#CC=O,N[C]=O,[C]#CC#CC=O,NC=O,rxn_15114
C#CC#CC=O,[CH]1CO1,[C]#CC#CC=O,C1CO1,rxn_15115
C#CC#CC=O,[C]#CC#C,[C]#CC#CC=O,C#CC#C,rxn_15116
C#CC#CC=O,[C]#CC#N,[C]#CC#CC=O,C#CC#N,rxn_15117
C#CC#CC=O,C#C[C]=O,[C]#CC#CC=O,C#CC=O,rxn_15118
C#CC#CC=O,[C]#CC=O,[C]#CC#CC=O,C#CC=O,rxn_15119
C#CC#CC=O,O=[C]C#N,[C]#CC#CC=O,O=CC#N,rxn_15120
C#CC#CC=O,O=[C]C=O,[C]#CC#CC=O,O=CC=O,rxn_15121
C#CC#CC=O,[O]CC#N,[C]#CC#CC=O,OCC#N,rxn_15122
C#CC#CC=O,O[CH]C#N,[C]#CC#CC=O,OCC#N,rxn_15123
C#CC#CC=O,N#C[CH]C#N,[C]#CC#CC=O,N#CCC#N,rxn_15124
C#CC#CC=O,O1C=[C]N=N1,[C]#CC#CC=O,c1cnno1,rxn_15125
C#CC#CC=O,O1[C]=CN=N1,[C]#CC#CC=O,c1cnno1,rxn_15126
C#CC#CC=O,[C]1=NOC=N1,[C]#CC#CC=O,c1ncno1,rxn_15127
C#CC#CC=O,C1=NO[C]=N1,[C]#CC#CC=O,c1ncno1,rxn_15128
C#CC#CC=O,O1C=NN=[C]1,[C]#CC#CC=O,o1cnnc1,rxn_15129
C#CC#CC=O,O1[C]=NN=N1,[C]#CC#CC=O,c1nnno1,rxn_15130
C#CC#CC=O,N1=C[C]=NO1,[C]#CC#CC=O,c1cnon1,rxn_15131
C#CC#CC=O,O1N=N[C]=N1,[C]#CC#CC=O,n1ncno1,rxn_15132
C#CC#CC=O,[C]#CC(=O)C#N,[C]#CC#CC=O,C#CC(=O)C#N,rxn_15133
C#CC#CC=O,O=C(C#N)[C]=O,[C]#CC#CC=O,O=C(C#N)C=O,rxn_15134
